Location,Crime_Type,Time,DateOccurred,Investigation Status,CrimeCode,Comments
FATEHPUR BERI,gangrape,23:50,2020-04-24,Unknown,C6409,Missing information
SARITA VIHAR,sexual harassement,04:27,2020-03-17,Closed,C4501,-
SAFDARJUNG ENCLAVE,assualt murders,03:07,2020-01-31,Under Investigation,C6205,-
SAKET,gangrape,20:03,2019-08-01,Under Investigation,C2423,-
KAROL BAGH,murder,09:37,2019-09-02,Under Investigation,C7396,-
LODHI COLONY,theft,22:12,2020-04-17,Under Investigation,C9098,-
SAFDARJUNG ENCLAVE,gangrape,19:59,2019-11-24,Under Investigation,C5779,-
I.P. ESTATE,murder,15:06,2020-01-17,Under Investigation,C8955,-
SAGARPUR,robbery,01:28,2020-05-05,Closed,C3110,-
FARASH BAZAR,theft,09:58,2020-02-14,Under Investigation,C5581,-
VIKAS PURI,robbery,14:20,2019-09-22,Closed,C3920,-
TIMARPUR,robbery,16:10,2020-03-20,Closed,C5639,-
D.B.G ROAD,rape,17:33,2019-08-08,Closed,C3910,-
CIVIL LINES,murder,01:30,2020-02-16,Under Investigation,C1598,-
VIVEKVIHAR,gangrape,13:37,2020-02-11,Under Investigation,C9105,-
ROOP NAGAR,gangrape,02:06,2020-05-19,Closed,C7215,-
SHAHBAD DAIRY,assualt murders,09:50,2020-01-18,Closed,C7220,-
MEHRAULI,murder,23:16,2019-12-18,Open,C5826,-
FARASH BAZAR,theft,20:52,2019-08-11,Open,C7340,-
VASANT KUNJ SOUTH,assualt murders,21:05,2020-02-03,Open,C6603,-
MOTI NAGAR,assualt murders,22:00,2019-06-26,Under Investigation,C4334,-
BHAJANPURI,sexual harassement,13:30,2019-10-22,Closed,Unknown,Missing information
NEW USMANPUR,sexual harassement,12:29,2019-10-02,Under Investigation,C1288,Missing information
ASHOK VIHAR,assualt murders,02:27,2019-06-22,Open,C1990,-
KALKAJI,robbery,23:42,2020-06-18,Open,C8966,-
FATEHPUR BERI,sexual harassement,19:15,2020-03-23,Closed,C4968,-
SEELAMPUR,rape,17:10,2020-02-17,Open,C6352,-
VASANT KUNJ SOUTH,murder,14:36,2019-12-20,Closed,C9174,-
UTTAM NAGAR,robbery,12:41,2019-09-17,Under Investigation,C9438,-
TILAK MARG,assualt murders,04:11,2019-07-10,Open,C2246,-
SWARUP NAGAR,murder,13:06,2019-09-21,Under Investigation,C2181,-
GANDHI NAGAR,rape,21:50,2019-08-29,Open,C6898,-
GULABIBAGH,theft,21:31,2019-11-04,Under Investigation,C5724,-
VASANT KUNJ SOUTH,gangrape,01:47,2020-06-08,Under Investigation,C4815,-
KRISHNA NAGAR,rape,19:24,2019-09-13,Closed,C5464,-
KALKAJI,sexual harassement,07:23,2019-10-22,Unknown,Unknown,Missing information
MUNDKA,gangrape,22:05,2019-08-03,Open,C6884,-
NABI KARIM,robbery,03:51,2020-06-08,Open,C3436,-
SEEMAPURI,gangrape,23:15,2020-02-06,Under Investigation,Unknown,Missing information
HARSH VIHAR,rape,09:01,2020-02-13,Closed,C9036,-
KAPASHERA,robbery,22:16,2019-11-28,Under Investigation,C1179,-
JYOTI NAGAR,theft,02:50,2020-05-20,Closed,C6764,-
VIKAS PURI,theft,02:43,2019-08-01,Closed,C6040,-
ROHINI SOUTH,robbery,18:18,2019-11-11,Closed,C8206,-
ZAFRABAD,murder,15:43,2020-01-03,Closed,Unknown,Missing information
SHALIMAR BAGH,theft,04:48,2020-05-23,Unknown,Unknown,Missing information
GOVIND PURI,rape,23:23,2020-03-26,Under Investigation,C3535,Missing information
BARAKHAMBA ROAD,murder,19:01,2020-03-15,Under Investigation,C6746,-
GREATER KAILASH,murder,17:07,2019-10-02,Open,C2511,-
SAGARPUR,sexual harassement,22:41,2019-11-29,Open,Unknown,Missing information
ROHINI NORTH,rape,06:55,2019-07-15,Under Investigation,C3766,-
NABI KARIM,murder,16:58,2019-10-31,Closed,C3120,-
BARA HINDU RAO,theft,18:50,2019-10-16,Unknown,C7205,Missing information
SHAKARPUR,murder,11:08,2020-02-13,Under Investigation,C2690,-
ROOP NAGAR,theft,23:36,2020-05-11,Under Investigation,C9654,Missing information
KHYALA,theft,12:25,2020-02-26,Closed,C1890,-
D.B.G ROAD,theft,02:56,2020-02-29,Closed,C3429,-
BINDAPUR,gangrape,22:44,2019-09-12,Open,C9527,Missing information
KARAWAL NAGAR,robbery,02:22,2020-01-14,Open,C8247,-
SARAI ROHILLA,assualt murders,22:05,2019-12-21,Open,C7740,-
SARITA VIHAR,theft,15:19,2019-11-09,Unknown,C6525,Missing information
KAPASHERA,assualt murders,14:46,2020-06-01,Under Investigation,Unknown,Missing information
MANDAWALI,robbery,01:59,2020-06-14,Closed,C7818,-
UTTAM NAGAR,gangrape,17:37,2019-09-05,Under Investigation,C5627,-
VASANT KUNJ SOUTH,sexual harassement,03:35,2020-03-27,Closed,C1318,-
NANDNAGARI,rape,16:38,2019-10-28,Under Investigation,C9639,-
BEGUM PUR,murder,16:06,2019-11-26,Unknown,Unknown,Missing information
JAMA MASJID,rape,05:28,2019-12-01,Under Investigation,C4970,Missing information
BAWANA,robbery,13:46,2019-11-03,Open,C3985,-
SARITA VIHAR,sexual harassement,14:36,2020-03-07,Closed,C8764,-
KOTALA MUBARAK PUR,theft,19:15,2020-02-04,Under Investigation,C8203,-
BHAJANPURI,robbery,16:45,2020-05-07,Closed,C2905,Missing information
MEHRAULI,murder,08:14,2019-10-21,Open,C9755,-
BHAJANPURI,gangrape,22:51,2020-01-15,Open,C9081,-
BAWANA,robbery,02:48,2020-04-10,Open,C5622,-
NEW ASHOK NAGAR,assualt murders,01:28,2019-07-19,Under Investigation,C1169,-
G.T.B. ENCLAVE,gangrape,11:39,2019-10-23,Under Investigation,Unknown,Missing information
KN KATJU MARG,sexual harassement,06:04,2019-07-22,Closed,C6312,-
WELCOME,rape,22:46,2020-05-21,Under Investigation,C4121,-
MALVIYA NAGAR,sexual harassement,04:03,2020-05-02,Open,C7000,-
SANGAM VIHAR,robbery,11:50,2019-12-11,Closed,C5251,-
TIMARPUR,sexual harassement,20:38,2020-04-30,Closed,C3566,-
DWARKA SOUTH,theft,12:44,2020-03-03,Under Investigation,C7385,-
ADRASH NAGAR,gangrape,05:44,2019-12-30,Open,C6204,-
NEW ASHOK NAGAR,gangrape,10:36,2020-04-23,Closed,C7935,-
ZAFRABAD,rape,08:34,2020-05-07,Closed,C4612,-
MALVIYA NAGAR,sexual harassement,00:37,2020-03-30,Open,C6406,-
RAJOURI GARDEN,rape,09:07,2019-10-18,Open,C6391,-
CHHAWLA,assualt murders,11:35,2020-01-30,Open,C9305,-
MOTI NAGAR,assualt murders,14:23,2020-04-15,Unknown,Unknown,Missing information
NEW USMANPUR,assualt murders,05:24,2019-12-17,Closed,C9995,-
KALKAJI,theft,13:33,2020-01-16,Unknown,C8727,Missing information
KOTALA MUBARAK PUR,murder,23:18,2020-05-16,Under Investigation,C3706,-
PREETVIHAR,rape,19:19,2020-05-13,Open,C9246,-
PALAM VILLAGE,robbery,19:15,2019-10-01,Closed,C3132,-
JAHANGIR PURI,sexual harassement,07:37,2019-06-26,Closed,C5875,-
BINDAPUR,assualt murders,22:12,2020-04-25,Closed,C6392,-
DWARKA SOUTH,sexual harassement,10:01,2019-09-18,Closed,C8551,-
CHHAWLA,assualt murders,19:27,2020-01-10,Open,C9876,-
NARELA,murder,10:42,2020-05-27,Under Investigation,C7011,-
PALAM VILLAGE,gangrape,06:06,2019-07-30,Closed,C2311,-
DWARKA SOUTH,gangrape,21:46,2019-10-13,Open,C8844,Missing information
GOKULPURI,murder,16:27,2019-10-15,Open,C5013,-
SADAR BAZAR,rape,23:21,2019-10-14,Closed,C4560,-
NARAINA,sexual harassement,03:56,2020-02-29,Closed,C8129,-
SOUTH CAMPUS,murder,07:07,2019-12-22,Closed,C6963,-
PASCHIM VIHAR,sexual harassement,13:50,2020-05-08,Open,C3918,-
RAJOURI GARDEN,murder,20:08,2019-11-28,Under Investigation,C1329,-
PULPRAHLAD PUR,murder,03:15,2020-04-07,Closed,C8316,-
MIANWALI NAGAR,sexual harassement,08:43,2019-07-20,Closed,C7617,-
BAWANA,murder,15:07,2019-07-24,Under Investigation,C2638,-
KAPASHERA,gangrape,12:55,2020-06-09,Closed,C1697,-
MADHUVIHAR,assualt murders,23:11,2019-07-26,Closed,C2098,-
PASCHIM VIHAR,gangrape,20:57,2020-06-12,Closed,C3173,-
LODHI COLONY,murder,00:40,2019-10-23,Unknown,C8161,Missing information
KAMLA MARKET,assualt murders,07:55,2020-01-05,Open,C8204,-
PRASHANT VIHAR,sexual harassement,17:06,2020-03-17,Open,C9615,-
NARELA,robbery,12:08,2020-04-07,Open,C8581,-
MAURYA ENCLAVE,assualt murders,22:35,2020-04-04,Under Investigation,C5257,-
SULTAN PURI,gangrape,20:01,2019-08-08,Under Investigation,Unknown,Missing information
AMAN VIHAR,theft,16:43,2020-02-16,Closed,C4379,-
ROOP NAGAR,rape,07:31,2020-05-06,Under Investigation,C1549,-
SAFDARJUNG ENCLAVE,assualt murders,09:12,2020-04-18,Closed,C6703,-
VIJAY VIHAR,gangrape,15:43,2019-07-10,Open,C9374,-
SEELAMPUR,assualt murders,15:55,2020-05-21,Closed,C6080,-
GOKULPURI,gangrape,18:15,2019-07-31,Open,C2519,-
PULPRAHLAD PUR,murder,01:33,2020-05-03,Open,C1357,-
TIMARPUR,robbery,16:23,2019-10-03,Open,C4737,-
ZAFRABAD,gangrape,00:57,2020-04-18,Open,C7824,-
PRASHANT VIHAR,sexual harassement,17:31,2020-04-17,Closed,Unknown,Missing information
BINDAPUR,assualt murders,22:36,2020-05-17,Closed,C7166,-
MANGOLPURI,sexual harassement,20:31,2019-10-10,Open,C5187,-
JAGATPURI,assualt murders,04:57,2019-09-10,Unknown,Unknown,Missing information
NABI KARIM,assualt murders,04:03,2020-06-21,Open,C6367,Missing information
SARITA VIHAR,murder,23:01,2019-10-13,Under Investigation,C5302,-
ROHINI NORTH,gangrape,22:46,2020-01-21,Unknown,Unknown,Missing information
BHARAT NAGAR,murder,10:18,2019-08-25,Closed,C8671,-
DARYA GANJ,murder,11:48,2020-02-22,Closed,C4769,-
KRISHNA NAGAR,rape,18:53,2019-07-07,Open,C6235,-
ROHINI SOUTH,murder,09:33,2019-09-09,Open,C4974,-
HAUZ KHAS,sexual harassement,17:03,2019-12-11,Closed,C7861,Missing information
RANI BAGH,theft,02:51,2020-01-13,Under Investigation,C9098,-
PATEL NAGAR,rape,10:52,2019-09-04,Open,C1375,-
DWARKA SEC-23,theft,20:37,2020-05-29,Open,C5157,-
BURARI,rape,12:11,2019-12-19,Closed,C3917,-
MANGOLPURI,robbery,21:23,2019-11-17,Under Investigation,C1182,-
MODEL TOWN,assualt murders,23:56,2019-07-13,Closed,C5427,Missing information
ASHOK VIHAR,robbery,13:07,2019-08-03,Under Investigation,C3057,-
KANJHAWALA,theft,06:02,2020-03-29,Open,Unknown,Missing information
NEW FRIENDS COLONY,gangrape,18:25,2019-12-14,Under Investigation,C8009,-
MANSAROVAR PARK,assualt murders,10:08,2019-10-01,Open,C8315,-
CHHAWLA,rape,01:30,2019-11-29,Open,C9197,-
SOUTH CAMPUS,sexual harassement,19:36,2020-03-14,Open,C4469,-
MADHUVIHAR,rape,23:53,2020-03-16,Under Investigation,C9526,-
ROOP NAGAR,assualt murders,15:59,2020-02-12,Open,C4069,-
ADRASH NAGAR,robbery,03:20,2020-05-26,Closed,C8814,-
DABRI,sexual harassement,13:08,2019-10-05,Under Investigation,C8197,-
ASHOK VIHAR,theft,10:43,2019-08-17,Closed,C7105,-
OKHLA,assualt murders,06:03,2019-07-17,Under Investigation,C9111,-
SUNLIGHT COLONY,assualt murders,16:13,2019-12-12,Unknown,C2870,Missing information
SAGARPUR,gangrape,09:49,2019-09-20,Open,Unknown,Missing information
PAHARGANJ,robbery,17:13,2020-01-21,Open,C7860,-
VIVEKVIHAR,gangrape,00:50,2020-05-19,Closed,C8310,-
DWARKA SOUTH,assualt murders,22:50,2019-07-03,Open,C4706,-
CHANAKYAPURI,theft,17:50,2020-01-08,Closed,C6237,-
RAJOURI GARDEN,rape,08:23,2020-06-20,Under Investigation,C5868,-
PALAM VILLAGE,theft,01:02,2020-01-27,Closed,C4320,Missing information
JAFFARPUR KALAN,assualt murders,18:35,2019-12-11,Open,C3990,-
MAURYA ENCLAVE,robbery,15:22,2019-09-12,Under Investigation,C3778,-
CHANAKYAPURI,sexual harassement,13:49,2020-02-23,Closed,C2664,-
VIJAY VIHAR,theft,10:07,2019-10-22,Open,C7921,-
SHAHBAD DAIRY,gangrape,14:21,2019-07-16,Unknown,Unknown,Missing information
ASHOK VIHAR,murder,03:42,2020-03-09,Unknown,Unknown,Missing information
HARSH VIHAR,theft,15:50,2020-04-19,Under Investigation,C4689,-
PUNJABI BAGH,assualt murders,02:25,2020-04-20,Open,C6321,-
NANGLOI,gangrape,10:42,2020-02-20,Closed,C4726,-
KHAJURIKHAS,sexual harassement,19:48,2020-02-22,Unknown,Unknown,Missing information
SHALIMAR BAGH,robbery,20:02,2019-07-04,Closed,C2014,-
PRASHANT VIHAR,rape,03:38,2020-05-19,Open,C6589,-
BARAKHAMBA ROAD,rape,10:30,2019-11-03,Open,C4328,-
PARLIAMENT STREET,murder,08:29,2020-02-10,Under Investigation,C4121,-
SAFDARJUNG ENCLAVE,murder,16:00,2019-10-19,Closed,C6144,-
CHANAKYAPURI,assualt murders,08:35,2019-11-19,Closed,C9687,-
NEW ASHOK NAGAR,theft,01:19,2019-10-26,Under Investigation,C7200,-
SEEMAPURI,sexual harassement,10:21,2019-06-26,Under Investigation,C1034,-
KALYANPURI,gangrape,12:29,2019-07-26,Closed,C7917,-
KRISHNA NAGAR,rape,13:38,2020-06-11,Open,C6051,-
SAGARPUR,sexual harassement,00:36,2019-11-03,Under Investigation,C2949,-
TILAK NAGAR,gangrape,19:48,2019-12-21,Open,C1002,-
SAMAYPURBADLI,sexual harassement,20:23,2020-04-01,Under Investigation,C6158,-
UTTAM NAGAR,assualt murders,23:36,2019-07-12,Under Investigation,C4883,-
FATEHPUR BERI,rape,18:43,2020-02-28,Closed,C2400,-
JANAK PURI,robbery,07:08,2019-12-29,Unknown,C1438,Missing information
BADAR PUR,rape,13:08,2020-03-11,Under Investigation,C1288,-
BARAKHAMBA ROAD,theft,13:54,2020-05-05,Closed,C3556,-
DARYA GANJ,rape,23:06,2020-05-04,Under Investigation,C3734,-
PARSHAD NAGAR,assualt murders,16:18,2019-11-08,Open,C6955,-
JAMIA NAGAR,rape,03:58,2020-01-09,Closed,C6360,-
VASANT KUNJ NORTH,gangrape,02:23,2019-11-23,Under Investigation,C5778,-
LODHI COLONY,rape,03:07,2019-07-11,Under Investigation,C1245,-
KANJHAWALA,theft,07:40,2020-01-21,Open,C8734,-
MUKHERJI NAGAR,sexual harassement,12:22,2020-01-21,Closed,C8078,Missing information
RANJIT NAGAR,murder,10:11,2020-04-15,Open,C3350,-
PULPRAHLAD PUR,theft,22:06,2020-05-08,Under Investigation,C5257,-
BADAR PUR,rape,03:10,2020-04-01,Closed,C3240,-
KRISHNA NAGAR,gangrape,21:32,2020-02-18,Under Investigation,C9913,-
I.P. ESTATE,theft,14:45,2020-02-11,Unknown,Unknown,Missing information
LAHORI GATE,gangrape,03:11,2020-03-22,Closed,C5288,-
ROOP NAGAR,theft,02:32,2019-06-28,Open,C8431,-
SEELAMPUR,murder,03:51,2019-08-10,Closed,C6909,-
NEW FRIENDS COLONY,sexual harassement,13:11,2020-06-03,Open,C1605,-
CHANAKYAPURI,robbery,05:35,2019-10-09,Under Investigation,C3042,-
GREATER KAILASH,theft,01:59,2019-10-19,Under Investigation,C6607,-
SAFDARJUNG ENCLAVE,theft,21:30,2020-04-08,Under Investigation,C6281,-
BAWANA,gangrape,02:11,2019-10-30,Unknown,C5365,Missing information
CIVIL LINES,assualt murders,15:39,2019-12-31,Closed,C2111,-
MEHRAULI,theft,23:00,2020-03-06,Closed,C6300,-
BHAJANPURI,robbery,19:39,2019-07-01,Closed,C7691,-
ROHINI SOUTH,assualt murders,15:04,2020-02-17,Closed,C4803,Missing information
KASHMERE GATE,theft,10:00,2019-09-19,Open,C6060,-
MALVIYA NAGAR,assualt murders,03:13,2020-05-28,Open,C7430,-
CIVIL LINES,assualt murders,09:35,2020-01-24,Open,C5324,-
SAKET,murder,03:24,2020-05-17,Under Investigation,C4690,-
ALIPUR,sexual harassement,19:33,2020-02-19,Closed,C2699,-
SULTAN PURI,rape,20:22,2019-09-02,Open,C8343,-
CHANDNI MAHAL,theft,10:34,2019-08-12,Open,C6760,-
SHALIMAR BAGH,gangrape,15:42,2020-06-06,Open,C5497,-
HAUZ KHAS,murder,10:06,2019-10-02,Under Investigation,C2996,-
CONNAUGHT PLACE,gangrape,03:45,2019-12-29,Closed,C2046,-
SAKET,rape,20:56,2020-03-21,Closed,Unknown,Missing information
SANGAM VIHAR,sexual harassement,03:08,2020-03-20,Under Investigation,C3792,-
BURARI,rape,14:59,2020-06-17,Closed,C9333,-
BAWANA,assualt murders,01:01,2019-07-04,Under Investigation,C6779,-
JAHANGIR PURI,murder,10:38,2019-07-05,Closed,C8302,-
MALVIYA NAGAR,assualt murders,19:57,2019-08-12,Open,C7187,Missing information
LAHORI GATE,gangrape,06:02,2019-08-07,Open,C6449,-
SAKET,robbery,23:43,2020-05-17,Unknown,C5369,Missing information
NARAINA,murder,06:50,2020-05-20,Closed,C5644,-
GOKULPURI,theft,15:18,2020-04-18,Under Investigation,C5457,-
MALVIYA NAGAR,gangrape,01:40,2019-12-19,Under Investigation,C2754,-
BABA HARI DAS NAGAR,rape,09:21,2020-01-16,Under Investigation,C1482,-
BARAKHAMBA ROAD,rape,19:04,2020-01-27,Under Investigation,C1244,-
JAHANGIR PURI,murder,17:58,2019-07-18,Under Investigation,C3573,-
MEHRAULI,theft,00:03,2019-11-20,Open,C8559,-
GULABIBAGH,murder,06:31,2019-11-12,Under Investigation,C5076,-
PREETVIHAR,theft,20:38,2020-02-08,Under Investigation,C7338,-
CIVIL LINES,sexual harassement,19:08,2019-09-26,Closed,C1645,-
UTTAM NAGAR,robbery,11:59,2020-04-15,Closed,C6149,-
NEW FRIENDS COLONY,theft,19:18,2019-10-26,Under Investigation,C5681,-
PUNJABI BAGH,assualt murders,13:08,2020-06-04,Closed,Unknown,Missing information
MANDAWALI,rape,11:17,2019-08-15,Open,C3813,-
CONNAUGHT PLACE,gangrape,17:49,2020-04-11,Under Investigation,C7872,-
FATEHPUR BERI,gangrape,17:01,2020-05-23,Open,C5512,-
JAGATPURI,assualt murders,15:33,2020-01-12,Closed,C9516,-
BADAR PUR,murder,01:09,2019-08-21,Open,C1728,-
KALKAJI,robbery,09:57,2020-01-25,Closed,C9540,-
NEB SARAI,rape,04:56,2020-04-25,Under Investigation,C6070,-
LODHI COLONY,gangrape,08:29,2019-09-06,Open,C1180,-
SUNLIGHT COLONY,gangrape,17:24,2020-05-29,Open,C6535,-
JAHANGIR PURI,theft,11:30,2020-04-02,Open,C7774,-
H. N. DIN,robbery,02:05,2020-03-28,Open,C1356,-
MANDAWALI,theft,00:28,2019-08-14,Under Investigation,Unknown,Missing information
NEW ASHOK NAGAR,sexual harassement,20:48,2019-09-10,Closed,C9691,-
PARLIAMENT STREET,gangrape,22:45,2020-06-09,Under Investigation,C9226,-
SHAHBAD DAIRY,assualt murders,18:48,2020-05-05,Closed,C2683,Missing information
ALIPUR,theft,00:37,2019-07-07,Unknown,C2872,Missing information
GOKULPURI,theft,20:41,2020-05-12,Open,C1796,-
NAJAFGARH,assualt murders,03:52,2019-11-28,Open,C7626,-
INDERPURI,theft,17:18,2019-11-11,Closed,C4533,-
SAKET,murder,16:53,2019-08-27,Open,C2218,-
ALIPUR,robbery,05:01,2019-07-16,Open,C5757,-
SAFDARJUNG ENCLAVE,sexual harassement,23:53,2019-10-27,Under Investigation,C9853,-
SEELAMPUR,rape,17:55,2019-09-26,Closed,C1386,-
SONIA VIHAR,murder,15:31,2019-11-22,Closed,C7052,-
SAFDARJUNG ENCLAVE,assualt murders,03:54,2020-06-08,Under Investigation,C7834,-
PULPRAHLAD PUR,theft,00:38,2019-08-09,Closed,C8533,-
DWARKA SEC-23,assualt murders,04:00,2020-02-19,Under Investigation,C3923,-
CHANDNI MAHAL,sexual harassement,19:41,2019-12-13,Unknown,Unknown,Missing information
FATEHPUR BERI,theft,17:38,2020-01-30,Under Investigation,C1166,-
ANANDVIHAR,theft,08:19,2019-06-29,Unknown,Unknown,Missing information
DWARKA SEC-23,rape,00:35,2020-06-11,Under Investigation,C7703,-
MUNDKA,gangrape,16:35,2019-07-29,Under Investigation,C5462,-
NARELA,sexual harassement,18:25,2020-02-06,Under Investigation,C1935,-
ALIPUR,murder,13:54,2020-05-25,Open,C3502,-
OKHLA,assualt murders,09:31,2019-10-20,Open,C4633,Missing information
RAJOURI GARDEN,sexual harassement,19:44,2019-07-24,Under Investigation,C7553,-
GHAZIPUR,murder,21:44,2020-02-19,Open,C1164,-
RAJINDER NAGAR,robbery,01:28,2020-02-24,Closed,C4811,-
FARASH BAZAR,assualt murders,13:22,2020-05-20,Unknown,C9572,Missing information
KALKAJI,assualt murders,15:29,2019-11-06,Under Investigation,C4093,-
ROHINI NORTH,gangrape,10:42,2019-07-24,Open,C4553,-
MANDAWALI,sexual harassement,10:29,2019-09-19,Closed,C5853,-
MUKHERJI NAGAR,gangrape,19:40,2020-04-08,Closed,C8072,-
SOUTH CAMPUS,gangrape,01:51,2020-03-18,Closed,C8588,-
SEEMAPURI,robbery,15:00,2020-05-06,Unknown,C9189,Missing information
TILAK NAGAR,assualt murders,10:33,2019-09-30,Closed,Unknown,Missing information
HAUZQAZI,rape,11:00,2020-01-05,Closed,C9202,-
KN KATJU MARG,robbery,12:16,2020-06-05,Open,C1137,-
KESHAV PURAM,gangrape,05:26,2019-08-17,Under Investigation,C2874,-
CHANDNI MAHAL,robbery,09:35,2019-07-12,Unknown,Unknown,Missing information
INDERPURI,murder,09:57,2019-07-08,Open,C1765,-
SARITA VIHAR,assualt murders,02:54,2020-01-31,Under Investigation,C6629,-
VIVEKVIHAR,rape,11:02,2019-07-11,Open,C9249,-
SAKET,assualt murders,10:20,2020-04-02,Unknown,C3757,Missing information
INDERPURI,gangrape,13:33,2020-04-29,Unknown,C9019,Missing information
NEW FRIENDS COLONY,rape,04:16,2019-06-27,Closed,C2116,-
KALKAJI,murder,13:02,2019-11-20,Under Investigation,C7816,-
SOUTH CAMPUS,assualt murders,07:53,2019-10-10,Under Investigation,C4018,-
BINDAPUR,gangrape,01:10,2019-09-17,Closed,C1450,-
BADAR PUR,gangrape,00:22,2019-09-03,Open,C2541,-
CHANDNI MAHAL,gangrape,17:38,2020-03-12,Open,C7438,-
NEW FRIENDS COLONY,assualt murders,22:08,2020-04-20,Closed,C3812,-
I.P. ESTATE,robbery,04:19,2020-01-20,Open,C9603,-
JAGATPURI,assualt murders,10:17,2020-03-03,Open,C6553,-
PAHARGANJ,robbery,00:44,2020-06-16,Under Investigation,C1621,-
BHAJANPURI,theft,00:14,2020-05-10,Unknown,Unknown,Missing information
PATEL NAGAR,gangrape,02:15,2019-10-27,Closed,C3162,-
LAHORI GATE,assualt murders,00:55,2019-10-13,Under Investigation,C1637,-
KAPASHERA,theft,21:21,2019-12-04,Under Investigation,C3320,Missing information
KARAWAL NAGAR,assualt murders,05:54,2020-02-28,Open,C4560,-
ADRASH NAGAR,assualt murders,20:06,2019-07-31,Under Investigation,C2690,-
JAGATPURI,sexual harassement,16:15,2020-06-09,Open,C6745,-
JANAK PURI,rape,14:00,2019-07-12,Open,C1918,-
SAKET,assualt murders,01:55,2020-05-18,Closed,C9355,-
ANAND PARBAT,gangrape,05:19,2020-06-21,Closed,Unknown,Missing information
TUGLAK ROAD,assualt murders,10:07,2019-11-02,Open,C4970,-
HAUZ KHAS,robbery,22:13,2020-02-26,Closed,C3581,-
SHAKARPUR,rape,23:43,2019-09-05,Unknown,C1455,Missing information
MANGOLPURI,robbery,11:55,2020-02-09,Closed,C3732,-
ALIPUR,murder,20:22,2020-02-04,Under Investigation,C5344,-
RANJIT NAGAR,sexual harassement,16:47,2020-03-22,Under Investigation,C8843,-
BHALSWA DAIRY,sexual harassement,16:32,2019-06-29,Closed,C1060,-
G.T.B. ENCLAVE,theft,14:42,2020-01-13,Under Investigation,C1457,-
MAYURVIHAR,assualt murders,18:25,2020-03-05,Closed,C7485,-
BINDAPUR,gangrape,21:54,2019-12-04,Under Investigation,C5447,-
UTTAM NAGAR,assualt murders,18:12,2020-03-31,Closed,C2074,-
WELCOME,theft,22:31,2020-02-04,Under Investigation,C8957,Missing information
KALYANPURI,robbery,20:54,2020-01-23,Under Investigation,C1115,-
SARAI ROHILLA,murder,11:14,2019-12-03,Open,C1052,-
VIVEKVIHAR,rape,23:10,2020-02-18,Under Investigation,C9800,-
SADAR BAZAR,rape,16:04,2020-04-04,Under Investigation,C4605,-
CHANAKYAPURI,murder,21:53,2019-09-16,Open,C6676,-
ADRASH NAGAR,gangrape,09:04,2020-05-17,Under Investigation,C1087,-
KARAWAL NAGAR,gangrape,07:51,2019-09-11,Under Investigation,C4154,-
PUNJABI BAGH,theft,16:13,2020-06-19,Closed,C6573,-
MALVIYA NAGAR,theft,15:55,2019-09-06,Under Investigation,C2918,-
